status,cod_flight_IATA,week_day,week_num,cod_airliner_IATA,cod_airport_IATA,hour,duration,Condition,Temperature,Wind,day_time,acc_Gusts,acc_bad_weather,Delayed,Delay,Tipo,day
On Time,IB6831,Thursday,49,IB,SCL,2023-12-06 13:10:00,14,Rain,8,11,Afternoon,0,0.0,1,25.016666666666666,Tipo 1,2023-12-07
On Time,A3701,Thursday,49,A3,ATH,2023-12-06 13:15:00,4,Rain,8,11,Afternoon,0,0.0,1,37.55,Tipo 2,2023-12-07
On Time,IB6659,Thursday,49,IB,LIM,2023-12-06 13:15:00,12,Rain,8,11,Afternoon,0,0.0,1,25.026666666666664,Tipo 1,2023-12-07
On Time,IB6165,Thursday,49,IB,BOS,2023-12-06 13:20:00,8,Rain,8,11,Afternoon,0,0.0,1,25.158142857142856,Tipo 1,2023-12-07
On Time,IB3176,Thursday,49,IB,LHR,2023-12-06 13:20:00,3,Rain,8,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,3O392,Thursday,49,3O,TNG,2023-12-06 13:25:00,1,Rain,8,11,Afternoon,0,0.0,1,26.683333333333334,Tipo 1,2023-12-07
On Time,FR5468,Thursday,49,FR,FUE,2023-12-06 13:25:00,3,Rain,8,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
Delayed,AM39,Thursday,49,AM,GDL,2023-12-06 13:30:00,12,Rain,8,11,Afternoon,0,0.0,1,34.75,Tipo 4,2023-12-07
On Time,FR5315,Thursday,49,FR,SCQ,2023-12-06 13:30:00,1,Rain,8,11,Afternoon,0,0.0,1,30.59333333333333,Tipo 2,2023-12-07
On Time,LH1113,Thursday,49,LH,FRA,2023-12-06 13:40:00,3,Rain,8,11,Afternoon,0,0.0,1,25.379999999999995,Tipo 1,2023-12-07
On Time,FR5054,Thursday,49,FR,LUX,2023-12-06 13:40:00,2,Rain,8,11,Afternoon,0,0.0,1,31.440833333333334,Tipo 2,2023-12-07
On Time,VY1005,Thursday,49,VY,BCN,2023-12-06 13:40:00,1,Rain,8,11,Afternoon,0,0.0,1,28.24,Tipo 1,2023-12-07
On Time,OK701,Thursday,49,OK,PRG,2023-12-06 13:55:00,3,Rain,8,11,Afternoon,0,0.0,1,41.81666666666666,Tipo 2,2023-12-07
On Time,FR3876,Thursday,49,FR,TNG,2023-12-06 14:10:00,2,Rain,8,13,Afternoon,0,0.0,1,30.177,Tipo 2,2023-12-07
On Time,UX1029,Thursday,49,UX,ORY,2023-12-06 14:25:00,2,Rain,8,13,Afternoon,0,0.0,1,28.854964285714285,Tipo 1,2023-12-07
On Time,EK142,Thursday,49,EK,DXB,2023-12-06 14:25:00,1,Rain,8,13,Afternoon,0,0.0,1,51.05333333333333,Tipo 2,2023-12-07
On Time,IB3442,Thursday,49,IB,ORY,2023-12-06 14:30:00,2,Rain,8,13,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX6067,Thursday,49,UX,PMI,2023-12-06 14:35:00,1,Rain,8,13,Afternoon,0,0.0,1,31.794281746031746,Tipo 2,2023-12-07
On Time,FR6815,Thursday,49,FR,MAN,2023-12-06 14:45:00,3,Rain,8,13,Afternoon,0,0.0,1,31.753333333333334,Tipo 2,2023-12-07
On Time,TO4635,Thursday,49,TO,ORY,2023-12-06 14:50:00,2,Rain,8,13,Afternoon,0,0.0,1,36.120000000000005,Tipo 2,2023-12-07
On Time,MS754,Thursday,49,MS,CAI,2023-12-06 14:50:00,5,Rain,8,13,Afternoon,0,0.0,1,33.41,Tipo 2,2023-12-07
On Time,UX5039,Thursday,49,UX,AGP,2023-12-06 14:55:00,1,Rain,8,13,Afternoon,0,0.0,1,31.794281746031746,Tipo 2,2023-12-07
On Time,TK1358,Thursday,49,TK,IST,2023-12-06 14:55:00,4,Rain,8,13,Afternoon,0,0.0,1,30.18,Tipo 2,2023-12-07
On Time,UX1155,Thursday,49,UX,LIS,2023-12-06 14:55:00,1,Rain,8,13,Afternoon,0,0.0,1,31.794281746031746,Tipo 2,2023-12-07
On Time,IB3016,Thursday,49,IB,BCN,2023-12-06 14:55:00,1,Rain,8,13,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,TP1015,Thursday,49,TP,LIS,2023-12-06 14:55:00,1,Rain,8,13,Afternoon,0,0.0,1,48.51,Tipo 2,2023-12-07
On Time,UX1671,Thursday,49,UX,ZRH,2023-12-06 14:55:00,2,Rain,8,13,Afternoon,0,0.0,1,28.854964285714285,Tipo 1,2023-12-07
On Time,UX9048,Thursday,49,UX,TFN,2023-12-06 15:00:00,3,Rain,8,14,Afternoon,0,0.0,1,30.892464285714286,Tipo 2,2023-12-07
On Time,UX1517,Thursday,49,UX,MUC,2023-12-06 15:00:00,3,Rain,8,14,Afternoon,0,0.0,1,30.892464285714286,Tipo 2,2023-12-07
On Time,UX1047,Thursday,49,UX,FCO,2023-12-06 15:00:00,2,Rain,8,14,Afternoon,0,0.0,1,32.488325396825395,Tipo 2,2023-12-07
On Time,UX1015,Thursday,49,UX,LGW,2023-12-06 15:00:00,2,Rain,8,14,Afternoon,0,0.0,1,32.488325396825395,Tipo 2,2023-12-07
On Time,UX1093,Thursday,49,UX,AMS,2023-12-06 15:00:00,3,Rain,8,14,Afternoon,0,0.0,1,30.892464285714286,Tipo 2,2023-12-07
On Time,UX7153,Thursday,49,UX,BIO,2023-12-06 15:00:00,1,Rain,8,14,Afternoon,0,0.0,1,32.92928174603175,Tipo 2,2023-12-07
On Time,IB3172,Thursday,49,IB,LHR,2023-12-06 15:00:00,3,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX1143,Thursday,49,UX,OPO,2023-12-06 15:00:00,1,Rain,8,14,Afternoon,0,0.0,1,32.92928174603175,Tipo 2,2023-12-07
On Time,UX9164,Thursday,49,UX,LPA,2023-12-06 15:05:00,3,Rain,8,14,Afternoon,0,0.0,1,30.892464285714286,Tipo 2,2023-12-07
On Time,UX7235,Thursday,49,UX,LCG,2023-12-06 15:05:00,1,Rain,8,14,Afternoon,0,0.0,1,32.92928174603175,Tipo 2,2023-12-07
On Time,UX7300,Thursday,49,UX,VGO,2023-12-06 15:05:00,1,Rain,8,14,Afternoon,0,0.0,1,32.92928174603175,Tipo 2,2023-12-07
On Time,UX7703,Thursday,49,UX,BCN,2023-12-06 15:10:00,1,Rain,8,14,Afternoon,0,0.0,1,32.92928174603175,Tipo 2,2023-12-07
On Time,UX1061,Thursday,49,UX,MXP,2023-12-06 15:10:00,2,Rain,8,14,Afternoon,0,0.0,1,32.488325396825395,Tipo 2,2023-12-07
On Time,UX1509,Thursday,49,UX,FRA,2023-12-06 15:10:00,3,Rain,8,14,Afternoon,0,0.0,1,30.892464285714286,Tipo 2,2023-12-07
On Time,UX4049,Thursday,49,UX,ALC,2023-12-06 15:10:00,1,Rain,8,14,Afternoon,0,0.0,1,32.92928174603175,Tipo 2,2023-12-07
On Time,UX55,Thursday,49,UX,PTY,2023-12-06 15:10:00,11,Rain,8,14,Afternoon,0,0.0,1,37.44666666666666,Tipo 2,2023-12-07
Delayed,UX193,Thursday,49,UX,BOG,2023-12-06 15:15:00,10,Rain,8,14,Afternoon,0,0.0,1,38.43666666666667,Tipo 4,2023-12-07
On Time,UX1173,Thursday,49,UX,BRU,2023-12-06 15:15:00,2,Rain,8,14,Afternoon,0,0.0,1,32.488325396825395,Tipo 2,2023-12-07
On Time,UX4065,Thursday,49,UX,VLC,2023-12-06 15:15:00,1,Rain,8,14,Afternoon,0,0.0,1,32.92928174603175,Tipo 2,2023-12-07
On Time,AV15,Thursday,49,AV,CLO,2023-12-06 15:20:00,11,Rain,8,14,Afternoon,0,0.0,1,46.005,Tipo 2,2023-12-07
Delayed,UX63,Thursday,49,UX,CUN,2023-12-06 15:20:00,11,Rain,8,14,Afternoon,0,0.0,1,37.44666666666666,Tipo 4,2023-12-07
On Time,IB8240,Thursday,49,IB,SXB,2023-12-06 15:25:00,2,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,QR150,Thursday,49,QR,DOH,2023-12-06 15:25:00,6,Rain,8,14,Afternoon,0,0.0,1,27.896666666666665,Tipo 1,2023-12-07
Delayed,UX199,Thursday,49,UX,MDE,2023-12-06 15:25:00,10,Rain,8,14,Afternoon,0,0.0,1,38.43666666666667,Tipo 4,2023-12-07
On Time,UX97,Thursday,49,UX,MIA,2023-12-06 15:25:00,10,Rain,8,14,Afternoon,0,0.0,1,38.43666666666667,Tipo 2,2023-12-07
On Time,SV226,Thursday,49,SV,JED,2023-12-06 15:25:00,6,Rain,8,14,Afternoon,0,0.0,1,28.46,Tipo 1,2023-12-07
On Time,LO434,Thursday,49,LO,WAW,2023-12-06 15:30:00,4,Rain,8,14,Afternoon,0,0.0,1,26.65,Tipo 1,2023-12-07
On Time,UX51,Thursday,49,UX,HAV,2023-12-06 15:35:00,10,Rain,8,14,Afternoon,0,0.0,1,38.43666666666667,Tipo 2,2023-12-07
On Time,IB8740,Thursday,49,IB,TLS,2023-12-06 15:40:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB8672,Thursday,49,IB,FNC,2023-12-06 15:40:00,3,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3094,Thursday,49,IB,OPO,2023-12-06 15:40:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB3102,Thursday,49,IB,LIS,2023-12-06 15:40:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,UX9043,Thursday,49,UX,TFN,2023-12-06 15:40:00,3,Rain,8,14,Afternoon,0,0.0,1,30.892464285714286,Tipo 2,2023-12-07
On Time,IB8750,Thursday,49,IB,MRS,2023-12-06 15:45:00,2,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8914,Thursday,49,IB,VGO,2023-12-06 15:45:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB524,Thursday,49,IB,LCG,2023-12-06 15:45:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB476,Thursday,49,IB,OVD,2023-12-06 15:45:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB3236,Thursday,49,IB,FCO,2023-12-06 15:45:00,2,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8690,Thursday,49,IB,NTE,2023-12-06 15:50:00,2,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3166,Thursday,49,IB,LHR,2023-12-06 15:50:00,2,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,VY1499,Thursday,49,VY,FLR,2023-12-06 15:50:00,2,Rain,8,14,Afternoon,0,0.0,1,39.6,Tipo 2,2023-12-07
On Time,IB3486,Thursday,49,IB,GVA,2023-12-06 15:50:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB8760,Thursday,49,IB,BLQ,2023-12-06 15:50:00,2,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8920,Thursday,49,IB,LEI,2023-12-06 15:50:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB6149,Thursday,49,IB,DFW,2023-12-06 15:55:00,12,Rain,8,14,Afternoon,0,0.0,1,26.731666666666666,Tipo 1,2023-12-07
On Time,IB6301,Thursday,49,IB,SJU,2023-12-06 15:55:00,9,Rain,8,14,Afternoon,0,0.0,1,28.213333333333335,Tipo 1,2023-12-07
On Time,IB8934,Thursday,49,IB,GRX,2023-12-06 15:55:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB438,Thursday,49,IB,BIO,2023-12-06 15:55:00,1,Rain,8,14,Afternoon,0,0.0,1,26.461628427128428,Tipo 1,2023-12-07
On Time,IB3398,Thursday,49,IB,CDG,2023-12-06 15:55:00,2,Rain,8,14,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3018,Thursday,49,IB,BCN,2023-12-06 16:00:00,1,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8700,Thursday,49,IB,BOD,2023-12-06 16:00:00,1,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8876,Thursday,49,IB,VLC,2023-12-06 16:00:00,1,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3130,Thursday,49,IB,FRA,2023-12-06 16:00:00,3,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3122,Thursday,49,IB,VIE,2023-12-06 16:00:00,1,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
Delayed,IB6117,Thursday,49,IB,MIA,2023-12-06 16:10:00,10,Rain,9,11,Afternoon,0,0.0,1,25.90914285714286,Tipo 4,2023-12-07
On Time,IB3264,Thursday,49,IB,MXP,2023-12-06 16:10:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB6253,Thursday,49,IB,JFK,2023-12-06 16:10:00,9,Rain,9,11,Afternoon,0,0.0,1,25.886476190476188,Tipo 1,2023-12-07
On Time,IB3132,Thursday,49,IB,DUS,2023-12-06 16:15:00,3,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX89,Thursday,49,UX,SDQ,2023-12-06 16:15:00,9,Rain,9,11,Afternoon,0,0.0,1,38.55716666666667,Tipo 2,2023-12-07
On Time,FR2753,Thursday,49,FR,MXP,2023-12-06 16:20:00,2,Rain,9,11,Afternoon,0,0.0,1,26.582333333333334,Tipo 1,2023-12-07
On Time,AF1601,Thursday,49,AF,CDG,2023-12-06 16:20:00,2,Rain,9,11,Afternoon,0,0.0,1,26.523333333333333,Tipo 1,2023-12-07
On Time,IB8730,Thursday,49,IB,NCE,2023-12-06 16:20:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8294,Thursday,49,IB,MLN,2023-12-06 16:25:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB6587,Thursday,49,IB,BOG,2023-12-06 16:25:00,10,Rain,9,11,Afternoon,0,0.0,1,25.90914285714286,Tipo 1,2023-12-07
On Time,FR5995,Thursday,49,FR,STN,2023-12-06 16:25:00,2,Rain,9,11,Afternoon,0,0.0,1,26.582333333333334,Tipo 1,2023-12-07
On Time,IB3244,Thursday,49,IB,VCE,2023-12-06 16:30:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3474,Thursday,49,IB,ZRH,2023-12-06 16:30:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX1025,Thursday,49,UX,ORY,2023-12-06 16:30:00,2,Rain,9,11,Afternoon,0,0.0,1,29.258273809523807,Tipo 1,2023-12-07
On Time,IB3444,Thursday,49,IB,ORY,2023-12-06 16:35:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3214,Thursday,49,IB,BRU,2023-12-06 16:35:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX71,Thursday,49,UX,CCS,2023-12-06 16:40:00,9,Rain,9,11,Afternoon,0,0.0,1,38.55716666666667,Tipo 2,2023-12-07
Delayed,IB6405,Thursday,49,IB,MEX,2023-12-06 16:40:00,13,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 4,2023-12-07
On Time,IB8714,Thursday,49,IB,MUC,2023-12-06 16:40:00,3,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3180,Thursday,49,IB,LHR,2023-12-06 16:40:00,3,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,AV11,Thursday,49,AV,BOG,2023-12-06 16:40:00,10,Rain,9,11,Afternoon,0,0.0,1,42.63,Tipo 2,2023-12-07
On Time,A3703,Thursday,49,A3,ATH,2023-12-06 16:45:00,4,Rain,9,11,Afternoon,0,0.0,1,36.9075,Tipo 2,2023-12-07
On Time,KL1704,Thursday,49,KL,AMS,2023-12-06 16:50:00,3,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8770,Thursday,49,IB,TRN,2023-12-06 16:50:00,2,Rain,9,11,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,U27766,Thursday,49,U2,OPO,2023-12-06 16:55:00,1,Rain,9,11,Afternoon,0,0.0,1,30.95,Tipo 2,2023-12-07
On Time,FR2061,Thursday,49,FR,PMI,2023-12-06 16:55:00,1,Rain,9,11,Afternoon,0,0.0,1,27.269000000000002,Tipo 1,2023-12-07
On Time,LH1115,Thursday,49,LH,FRA,2023-12-06 16:55:00,3,Rain,9,11,Afternoon,0,0.0,1,25.1175,Tipo 1,2023-12-07
On Time,W66444,Thursday,49,W6,KUT,2023-12-06 17:00:00,6,Rain,9,10,Afternoon,0,0.0,1,51.35,Tipo 2,2023-12-07
On Time,U23210,Thursday,49,U2,EDI,2023-12-06 17:00:00,1,Rain,9,10,Afternoon,0,0.0,1,33.32666666666667,Tipo 2,2023-12-07
On Time,UX6079,Thursday,49,UX,PMI,2023-12-06 17:05:00,1,Rain,9,10,Afternoon,0,0.0,1,33.090333333333334,Tipo 2,2023-12-07
On Time,QR8163,Thursday,49,QR,LUX,2023-12-06 17:10:00,2,Rain,9,10,Afternoon,0,0.0,1,28.325,Tipo 1,2023-12-07
On Time,FR9162,Thursday,49,FR,TSF,2023-12-06 17:10:00,2,Rain,9,10,Afternoon,0,0.0,1,26.474833333333336,Tipo 1,2023-12-07
On Time,IB3234,Thursday,49,IB,FCO,2023-12-06 17:10:00,2,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,BT686,Thursday,49,BT,RIX,2023-12-06 17:15:00,1,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3164,Thursday,49,IB,LHR,2023-12-06 17:15:00,3,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3254,Thursday,49,IB,LIN,2023-12-06 17:30:00,2,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,SN3728,Thursday,49,SN,BRU,2023-12-06 17:35:00,2,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,U27646,Thursday,49,U2,LIS,2023-12-06 17:40:00,1,Rain,9,10,Afternoon,0,0.0,1,33.32666666666667,Tipo 2,2023-12-07
On Time,IB3112,Thursday,49,IB,LIS,2023-12-06 17:45:00,1,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,TK1860,Thursday,49,TK,IST,2023-12-06 17:50:00,4,Rain,9,10,Afternoon,0,0.0,1,26.13,Tipo 1,2023-12-07
On Time,IB8332,Thursday,49,IB,BJZ,2023-12-06 17:50:00,1,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,BA461,Thursday,49,BA,LHR,2023-12-06 17:55:00,3,Rain,9,10,Afternoon,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,TP1017,Thursday,49,TP,LIS,2023-12-06 17:55:00,1,Rain,9,10,Afternoon,0,0.0,1,38.480000000000004,Tipo 2,2023-12-07
On Time,FR6608,Thursday,49,FR,RBA,2023-12-06 17:55:00,2,Rain,9,10,Afternoon,0,0.0,1,26.474833333333336,Tipo 1,2023-12-07
On Time,FR568,Thursday,49,FR,LPA,2023-12-06 18:00:00,1,Rain,9,9,Night,0,0.0,1,33.197833333333335,Tipo 2,2023-12-07
On Time,IB3328,Thursday,49,IB,DSS,2023-12-06 18:00:00,5,Rain,9,9,Night,0,0.0,1,26.02,Tipo 1,2023-12-07
On Time,IB3440,Thursday,49,IB,ORY,2023-12-06 18:05:00,2,Rain,9,9,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,AZ63,Thursday,49,AZ,FCO,2023-12-06 18:05:00,2,Rain,9,9,Night,0,0.0,1,25.845,Tipo 1,2023-12-07
On Time,AF1801,Thursday,49,AF,CDG,2023-12-06 18:10:00,2,Rain,9,9,Night,0,0.0,1,28.055,Tipo 1,2023-12-07
On Time,W61472,Thursday,49,W6,WAW,2023-12-06 18:20:00,4,Rain,9,9,Night,0,0.0,1,33.02499999999999,Tipo 2,2023-12-07
On Time,LH1805,Thursday,49,LH,MUC,2023-12-06 18:25:00,3,Rain,9,9,Night,0,0.0,1,26.563333333333333,Tipo 1,2023-12-07
On Time,VY1007,Thursday,49,VY,BCN,2023-12-06 18:30:00,1,Rain,9,9,Night,0,0.0,1,33.739999999999995,Tipo 2,2023-12-07
On Time,UX1157,Thursday,49,UX,LIS,2023-12-06 18:50:00,1,Rain,9,9,Night,0,0.0,1,39.905833333333334,Tipo 2,2023-12-07
On Time,AT971,Thursday,49,AT,CMN,2023-12-06 18:50:00,2,Rain,9,9,Night,0,0.0,1,27.805,Tipo 1,2023-12-07
On Time,FR5983,Thursday,49,FR,BGY,2023-12-06 18:55:00,2,Rain,9,9,Night,0,0.0,1,28.889499999999998,Tipo 1,2023-12-07
On Time,U21018,Thursday,49,U2,BSL,2023-12-06 18:55:00,2,Rain,9,9,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,FR2084,Thursday,49,FR,IBZ,2023-12-06 19:00:00,1,Rain,9,8,Night,0,0.0,1,27.87783333333333,Tipo 1,2023-12-07
On Time,FR2017,Thursday,49,FR,ACE,2023-12-06 19:00:00,3,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3026,Thursday,49,IB,BCN,2023-12-06 19:00:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,AR1133,Thursday,49,AR,EZE,2023-12-06 19:00:00,13,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX6097,Thursday,49,UX,PMI,2023-12-06 19:00:00,1,Rain,9,8,Night,0,0.0,1,36.379000000000005,Tipo 2,2023-12-07
On Time,BA463,Thursday,49,BA,LHR,2023-12-06 19:05:00,2,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,UX1141,Thursday,49,UX,OPO,2023-12-06 19:05:00,1,Rain,9,8,Night,0,0.0,1,36.379000000000005,Tipo 2,2023-12-07
On Time,UX7159,Thursday,49,UX,BIO,2023-12-06 19:05:00,1,Rain,9,8,Night,0,0.0,1,36.379000000000005,Tipo 2,2023-12-07
On Time,UX5047,Thursday,49,UX,AGP,2023-12-06 19:05:00,1,Rain,9,8,Night,0,0.0,1,36.379000000000005,Tipo 2,2023-12-07
On Time,UX7306,Thursday,49,UX,VGO,2023-12-06 19:10:00,1,Rain,9,8,Night,0,0.0,1,36.379000000000005,Tipo 2,2023-12-07
On Time,UX7237,Thursday,49,UX,LCG,2023-12-06 19:10:00,1,Rain,9,8,Night,0,0.0,1,36.379000000000005,Tipo 2,2023-12-07
On Time,QR8077,Thursday,49,QR,DOH,2023-12-06 19:15:00,6,Rain,9,8,Night,0,0.0,1,31.049333333333333,Tipo 2,2023-12-07
On Time,UC1504,Thursday,49,Other,SID,2023-12-06 19:20:00,5,Rain,9,8,Night,0,0.0,1,66.44,Tipo 3,2023-12-07
On Time,IB508,Thursday,49,IB,EAS,2023-12-06 19:30:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,LX2033,Thursday,49,LX,ZRH,2023-12-06 19:35:00,2,Rain,9,8,Night,0,0.0,1,29.12,Tipo 1,2023-12-07
On Time,FR9674,Thursday,49,FR,FCO,2023-12-06 19:35:00,2,Rain,9,8,Night,0,0.0,1,26.9485,Tipo 1,2023-12-07
On Time,IB8976,Thursday,49,IB,LCG,2023-12-06 19:40:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8742,Thursday,49,IB,TLS,2023-12-06 19:40:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8864,Thursday,49,IB,ALC,2023-12-06 19:40:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3106,Thursday,49,IB,LIS,2023-12-06 19:40:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,FR9744,Thursday,49,FR,LIS,2023-12-06 19:40:00,1,Rain,9,8,Night,0,0.0,1,27.87783333333333,Tipo 1,2023-12-07
On Time,IB8908,Thursday,49,IB,XRY,2023-12-06 19:40:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3096,Thursday,49,IB,OPO,2023-12-06 19:40:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3272,Thursday,49,IB,HAM,2023-12-06 19:45:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB440,Thursday,49,IB,BIO,2023-12-06 19:45:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB480,Thursday,49,IB,OVD,2023-12-06 19:45:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8974,Thursday,49,IB,SDR,2023-12-06 19:50:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB576,Thursday,49,IB,SCQ,2023-12-06 19:50:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8922,Thursday,49,IB,LEI,2023-12-06 19:50:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3124,Thursday,49,IB,VIE,2023-12-06 19:55:00,1,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3476,Thursday,49,IB,ZRH,2023-12-06 19:55:00,2,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8712,Thursday,49,IB,FRA,2023-12-06 19:55:00,3,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3134,Thursday,49,IB,DUS,2023-12-06 19:55:00,3,Rain,9,8,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB8222,Thursday,49,IB,RJL,2023-12-06 21:00:00,1,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,U28026,Thursday,49,U2,LGW,2023-12-06 21:05:00,2,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,IB3248,Thursday,49,IB,VCE,2023-12-06 21:05:00,2,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
On Time,QR8072,Thursday,49,QR,LGG,2023-12-06 21:05:00,2,Rain,9,10,Night,0,0.0,1,66.375,Tipo 3,2023-12-07
On Time,TP1019,Thursday,49,TP,LIS,2023-12-06 21:10:00,1,Rain,9,10,Night,0,0.0,1,29.24,Tipo 1,2023-12-07
On Time,IB8762,Thursday,49,IB,BLQ,2023-12-06 21:20:00,2,Rain,9,10,Night,0,0.0,0,0.0,Tipo 0,2023-12-07
